ID,sex,age,region,politica,region_custom,age_gen,z1,z2
1752,Masculino,48,Metropolitana de Santiago,6,Capital City,Generation X,0.84410405,0.27231416
1753,Femenino,23,Metropolitana de Santiago,7,Capital City,Generation Z,0.3191231,0.31184718
1754,Femenino,48,Metropolitana de Santiago,6,Capital City,Generation X,0.7789424,0.31845024
1755,Masculino,33,Los Lagos,6,Region,Millennial,0.7506661,0.20606482
1756,Masculino,30,Metropolitana de Santiago,3,Capital City,Millennial,0.2996086,0.265637
1757,Femenino,36,Metropolitana de Santiago,3,Capital City,Millennial,0.23991275,0.57260704
1759,Masculino,40,Antofagasta,6,Region,Generation X,0.6463268,0.794443
1760,Femenino,47,Metropolitana de Santiago,6,Capital City,Generation X,0.6625447,0.30066386
1761,Masculino,48,Biobío,3,Region,Generation X,0.4615827,0.5160115
1762,Masculino,38,Araucanía,3,Region,Millennial,0.12743273,0.4910037
1763,Masculino,28,Antofagasta,0,Region,Millennial,0.31416598,0.23092318
1764,Masculino,25,Metropolitana de Santiago,3,Capital City,Generation Z,0.26287016,0.20338441
1765,Masculino,34,Metropolitana de Santiago,7,Capital City,Millennial,0.6263736,0.26549777
1766,Femenino,32,Metropolitana de Santiago,0,Capital City,Millennial,0.30409965,0.26904067
1767,Masculino,47,Biobío,3,Region,Generation X,0.35561296,0.53409547
1768,Femenino,37,Metropolitana de Santiago,0,Capital City,Millennial,0.3483467,0.53787285
1769,Masculino,29,Metropolitana de Santiago,3,Capital City,Millennial,0.33451986,0.26790202
1771,Femenino,44,Metropolitana de Santiago,0,Capital City,Generation X,0.39051375,0.361795
1772,Femenino,37,Metropolitana de Santiago,2,Capital City,Millennial,0.3409507,0.7916437
1773,Masculino,28,Metropolitana de Santiago,4,Capital City,Millennial,0.46557322,0.2506891
1774,Masculino,25,Metropolitana de Santiago,3,Capital City,Generation Z,0.3502905,0.26946235
1775,Masculino,33,Metropolitana de Santiago,4,Capital City,Millennial,0.4460686,0.44921088
1776,Femenino,32,Biobío,2,Region,Millennial,0.33144423,0.26837045
1777,Masculino,39,Metropolitana de Santiago,8,Capital City,Generation X,0.52342725,0.43844655
1778,Masculino,28,Metropolitana de Santiago,6,Capital City,Millennial,0.3489651,0.4079833
1779,Femenino,26,Metropolitana de Santiago,3,Capital City,Millennial,0.30668747,0.22598432
1780,Masculino,40,Metropolitana de Santiago,9,Capital City,Generation X,0.7532391,0.46733764
1781,Masculino,25,Metropolitana de Santiago,4,Capital City,Generation Z,0.25021026,0.7564437
1782,Masculino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.36117175,0.17954691
1783,Masculino,45,Metropolitana de Santiago,2,Capital City,Generation X,0.28504914,0.45579213
1784,Masculino,39,Metropolitana de Santiago,8,Capital City,Generation X,0.9198597,0.34036145
1785,Masculino,42,Metropolitana de Santiago,2,Capital City,Generation X,0.22202262,0.61854076
1787,Femenino,24,Biobío,4,Region,Generation Z,0.28173175,0.23998828
1788,Femenino,36,Metropolitana de Santiago,2,Capital City,Millennial,0.44252914,0.6228684
1789,Masculino,33,Los Lagos,3,Region,Millennial,0.3457287,0.32754037
1790,Masculino,33,Tarapacá,6,Region,Millennial,0.7733407,0.2542321
1791,Masculino,30,Metropolitana de Santiago,7,Capital City,Millennial,0.25005868,0.50982875
1792,Masculino,36,Metropolitana de Santiago,6,Capital City,Millennial,0.51555204,0.23957719
1793,Masculino,27,Biobío,2,Region,Millennial,0.16800667,0.27491745
1794,Masculino,23,Metropolitana de Santiago,0,Capital City,Generation Z,0.23233482,0.19792119
1795,Femenino,27,Los Lagos,3,Region,Millennial,0.3613688,0.27949068
1796,Masculino,27,Metropolitana de Santiago,2,Capital City,Millennial,0.36057365,0.27796498
1797,Masculino,23,Metropolitana de Santiago,10,Capital City,Generation Z,0.7828048,0.41880828
1798,Femenino,45,Metropolitana de Santiago,2,Capital City,Generation X,0.50190747,0.26420763
1799,Masculino,26,Metropolitana de Santiago,6,Capital City,Millennial,0.7543512,0.37942877
1800,Masculino,35,Metropolitana de Santiago,3,Capital City,Millennial,0.41324252,0.22910602
1801,Masculino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.23455183,0.22713947
1802,Femenino,26,Metropolitana de Santiago,1,Capital City,Millennial,0.23024315,0.32051829
1803,Femenino,29,Metropolitana de Santiago,6,Capital City,Millennial,0.93842554,0.33975923
1804,Masculino,23,Metropolitana de Santiago,4,Capital City,Generation Z,0.5605478,0.2819187
1805,Femenino,41,Metropolitana de Santiago,1,Capital City,Generation X,0.25267035,0.26778316
1806,Masculino,26,Metropolitana de Santiago,6,Capital City,Millennial,0.74397844,0.22645922
1807,Masculino,34,Maule,7,Region,Millennial,0.27709532,0.364909
1808,Femenino,30,Metropolitana de Santiago,2,Capital City,Millennial,0.21962063,0.52785367
1809,Masculino,35,Metropolitana de Santiago,4,Capital City,Millennial,0.37493145,0.3609723
1810,Masculino,30,Metropolitana de Santiago,8,Capital City,Millennial,0.85633785,0.3187454
1811,Femenino,40,Metropolitana de Santiago,7,Capital City,Generation X,0.64960444,0.5085075
1813,Masculino,38,Valparaíso,2,Region,Millennial,0.4700058,0.20459999
1814,Masculino,27,Maule,2,Region,Millennial,0.33603105,0.270568
1815,Masculino,32,Metropolitana de Santiago,2,Capital City,Millennial,0.4643339,0.33335698
1816,Masculino,40,Valparaíso,2,Region,Generation X,0.41101655,0.56939536
1817,Masculino,44,Metropolitana de Santiago,6,Capital City,Generation X,0.90077186,0.29098365
1818,Masculino,31,Metropolitana de Santiago,4,Capital City,Millennial,0.2717111,0.26056853
1819,Masculino,38,Metropolitana de Santiago,3,Capital City,Millennial,0.27694595,0.28436816
1820,Masculino,34,Metropolitana de Santiago,7,Capital City,Millennial,0.59450674,0.6639769
1822,Masculino,41,Metropolitana de Santiago,9,Capital City,Generation X,0.41588807,0.3442995
1823,Femenino,25,Metropolitana de Santiago,1,Capital City,Generation Z,0.23505929,0.23335482
1824,Masculino,38,Biobío,0,Region,Millennial,0.19983895,0.3011219
1826,Masculino,30,Metropolitana de Santiago,4,Capital City,Millennial,0.5343241,0.3450388
1827,Femenino,23,Metropolitana de Santiago,7,Capital City,Generation Z,0.42573038,0.47992158
1828,Femenino,32,Metropolitana de Santiago,3,Capital City,Millennial,0.49460796,0.28270245
1829,Masculino,45,Metropolitana de Santiago,8,Capital City,Generation X,0.8495607,0.27032688
1830,Masculino,31,Metropolitana de Santiago,4,Capital City,Millennial,0.3891994,0.24353157
1831,Masculino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.12853605,0.25573808
1832,Femenino,55,Biobío,4,Region,Baby Boomer,0.26607367,0.23992608
1833,Masculino,50,Magallanes,6,Region,Generation X,0.83333504,0.7448952
1834,Masculino,47,Metropolitana de Santiago,4,Capital City,Generation X,0.17745918,0.22982267
1835,Femenino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.38219488,0.35875323
1836,Femenino,40,Metropolitana de Santiago,0,Capital City,Generation X,0.45020196,0.22866145
1837,Masculino,30,Metropolitana de Santiago,0,Capital City,Millennial,0.3424471,0.5026587
1838,Femenino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.18341331,0.3373981
1839,Masculino,39,Metropolitana de Santiago,2,Capital City,Generation X,0.25692767,0.5131516
1840,Masculino,33,Metropolitana de Santiago,3,Capital City,Millennial,0.30717087,0.2346851
1841,Femenino,40,Metropolitana de Santiago,2,Capital City,Generation X,0.69531035,0.29970285
1842,Femenino,24,Ñuble,7,Region,Generation Z,0.387185,0.24528268
1843,Masculino,39,Metropolitana de Santiago,4,Capital City,Generation X,0.2998553,0.27427226
1844,Masculino,50,Metropolitana de Santiago,1,Capital City,Generation X,0.2900612,0.23447557
1845,Masculino,26,O'Higgins,3,Region,Millennial,0.27077213,0.6454233
1846,Masculino,24,Biobío,4,Region,Generation Z,0.15342434,0.4353929
1847,Femenino,30,Metropolitana de Santiago,3,Capital City,Millennial,0.42177203,0.27170053
1848,Femenino,42,Metropolitana de Santiago,4,Capital City,Generation X,0.46211648,0.27356148
1849,Masculino,35,Valparaíso,3,Region,Millennial,0.42242342,0.31384844
1850,Masculino,46,Metropolitana de Santiago,3,Capital City,Generation X,0.45480815,0.37590143
1851,Masculino,68,Valparaíso,3,Region,Baby Boomer,0.38697734,0.23311597
1852,Femenino,41,Metropolitana de Santiago,1,Capital City,Generation X,0.35365883,0.27362156
1853,Masculino,32,Valparaíso,7,Region,Millennial,0.8350192,0.31473702
1854,Femenino,50,Valparaíso,2,Region,Generation X,0.3642386,0.34135926
1855,Masculino,47,Araucanía,2,Region,Generation X,0.1864256,0.34640965
1856,Femenino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.52082443,0.6580802
1857,Femenino,29,Metropolitana de Santiago,1,Capital City,Millennial,0.34819195,0.32307282
1858,Femenino,33,Metropolitana de Santiago,7,Capital City,Millennial,0.9496954,0.32010087
1859,Masculino,42,Metropolitana de Santiago,1,Capital City,Generation X,0.4014062,0.28510305
1860,Masculino,34,Valparaíso,3,Region,Millennial,0.4211071,0.3270066
1861,Femenino,41,Metropolitana de Santiago,1,Capital City,Generation X,0.36563018,0.39815056
1862,Masculino,37,Maule,3,Region,Millennial,0.37240806,0.261344
1863,Masculino,52,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.46822622,0.3352607
1864,Masculino,29,Metropolitana de Santiago,4,Capital City,Millennial,0.35332125,0.28026742
1865,Masculino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.49995875,0.43867135
1866,Masculino,34,Biobío,3,Region,Millennial,0.3770484,0.27156803
1867,Masculino,28,Metropolitana de Santiago,6,Capital City,Millennial,0.5605852,0.45501766
1868,Femenino,38,Biobío,0,Region,Millennial,0.29515955,0.3372808
1869,Femenino,31,Metropolitana de Santiago,0,Capital City,Millennial,0.30699342,0.2943453
1870,Masculino,43,Metropolitana de Santiago,9,Capital City,Generation X,0.24857089,0.30903208
1872,Femenino,21,Metropolitana de Santiago,1,Capital City,Generation Z,0.35391375,0.35685095
1873,Masculino,37,Metropolitana de Santiago,2,Capital City,Millennial,0.4778589,0.43421313
1874,Masculino,52,Arica y Parinacota,0,Region,Baby Boomer,0.38527772,0.28867903
1875,Masculino,35,Biobío,10,Region,Millennial,0.41625816,0.26353642
1876,Masculino,32,Metropolitana de Santiago,3,Capital City,Millennial,0.62612724,0.30768934
1877,Masculino,22,Metropolitana de Santiago,1,Capital City,Generation Z,0.30904076,0.4399884
1878,Masculino,45,Metropolitana de Santiago,1,Capital City,Generation X,0.4246648,0.23240548
1879,Masculino,39,Metropolitana de Santiago,3,Capital City,Generation X,0.20938277,0.2970591
1880,Femenino,27,Metropolitana de Santiago,7,Capital City,Millennial,0.69823724,0.2763784
1881,Masculino,36,Metropolitana de Santiago,7,Capital City,Millennial,0.76824707,0.31313053
1882,Femenino,34,Metropolitana de Santiago,3,Capital City,Millennial,0.60472155,0.30324432
1883,Masculino,44,Metropolitana de Santiago,3,Capital City,Generation X,0.31229725,0.49893644
1884,Masculino,39,Metropolitana de Santiago,0,Capital City,Generation X,0.36813685,0.6973986
1885,Masculino,28,Metropolitana de Santiago,1,Capital City,Millennial,0.2914694,0.33520284
1886,Femenino,26,Metropolitana de Santiago,3,Capital City,Millennial,0.484549,0.37711746
1888,Masculino,26,Metropolitana de Santiago,3,Capital City,Millennial,0.31036887,0.31783253
1889,Masculino,36,Biobío,7,Region,Millennial,0.8170394,0.17099911
1890,Femenino,30,Metropolitana de Santiago,7,Capital City,Millennial,0.6572559,0.3125468
1891,Masculino,33,Metropolitana de Santiago,8,Capital City,Millennial,0.78225166,0.34194517
1892,Masculino,34,Metropolitana de Santiago,4,Capital City,Millennial,0.2713269,0.22273336
1893,Femenino,48,Metropolitana de Santiago,0,Capital City,Generation X,0.3118335,0.20202866
1894,Femenino,34,Valparaíso,4,Region,Millennial,0.47518867,0.31792533
1895,Masculino,57,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.3329501,0.5299525
1896,Masculino,26,Metropolitana de Santiago,2,Capital City,Millennial,0.4750912,0.3669493
1897,Femenino,58,Aysén,0,Region,Baby Boomer,0.6820932,0.30988958
1898,Femenino,26,Biobío,3,Region,Millennial,0.27920875,0.2589448
1899,Masculino,26,Metropolitana de Santiago,7,Capital City,Millennial,0.5893544,0.40928426
1900,Masculino,39,Metropolitana de Santiago,3,Capital City,Generation X,0.58976936,0.8168887
1902,Masculino,39,Magallanes,3,Region,Generation X,0.3770289,0.276359
1903,Femenino,29,Metropolitana de Santiago,8,Capital City,Millennial,0.7035781,0.2674334
1904,Femenino,57,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.78879184,0.27540576
1905,Masculino,43,Metropolitana de Santiago,7,Capital City,Generation X,0.38880268,0.4323216
1906,Masculino,38,Metropolitana de Santiago,2,Capital City,Millennial,0.33989722,0.2546688
1907,Masculino,39,Metropolitana de Santiago,3,Capital City,Generation X,0.3320581,0.33561808
1908,Masculino,24,Metropolitana de Santiago,0,Capital City,Generation Z,0.28143352,0.35797846
1909,Masculino,48,Metropolitana de Santiago,3,Capital City,Generation X,0.5667992,0.23948488
1910,Masculino,34,Biobío,7,Region,Millennial,0.43444145,0.38230354
1911,Femenino,41,Metropolitana de Santiago,3,Capital City,Generation X,0.26839367,0.31637844
1912,Femenino,29,Metropolitana de Santiago,3,Capital City,Millennial,0.34859115,0.4838114
1913,Masculino,37,Metropolitana de Santiago,4,Capital City,Millennial,0.8262377,0.29302657
1914,Femenino,38,Metropolitana de Santiago,0,Capital City,Millennial,0.1558391,0.34201643
1915,Masculino,30,Metropolitana de Santiago,3,Capital City,Millennial,0.44951817,0.40929353
1916,Masculino,37,Metropolitana de Santiago,6,Capital City,Millennial,0.2998098,0.27390233
1917,Femenino,26,Biobío,2,Region,Millennial,0.23089224,0.25993267
1918,Masculino,37,Metropolitana de Santiago,4,Capital City,Millennial,0.30940524,0.30574968
1919,Femenino,34,Metropolitana de Santiago,2,Capital City,Millennial,0.35347632,0.3426366
1920,Femenino,37,Metropolitana de Santiago,4,Capital City,Millennial,0.5959146,0.18399061
1921,Femenino,41,Metropolitana de Santiago,8,Capital City,Generation X,0.59837204,0.259297
1922,Masculino,33,Metropolitana de Santiago,7,Capital City,Millennial,0.68087405,0.25110295
1923,Masculino,27,Metropolitana de Santiago,0,Capital City,Millennial,0.35124344,0.41470286
1924,Masculino,35,Metropolitana de Santiago,2,Capital City,Millennial,0.31602687,0.25888327
1925,Masculino,39,Metropolitana de Santiago,2,Capital City,Generation X,0.377085,0.27656442
1926,Femenino,48,Metropolitana de Santiago,9,Capital City,Generation X,0.88168305,0.3720386
1927,Masculino,26,Metropolitana de Santiago,4,Capital City,Millennial,0.4342947,0.7778837
1928,Masculino,27,Metropolitana de Santiago,7,Capital City,Millennial,0.57495546,0.47996333
1929,Masculino,30,Metropolitana de Santiago,6,Capital City,Millennial,0.32976887,0.3296257
1930,Masculino,29,Metropolitana de Santiago,7,Capital City,Millennial,0.7634583,0.21136431
1932,Masculino,60,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.7254212,0.21354532
1933,Masculino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.3300373,0.555022
1934,Masculino,28,Metropolitana de Santiago,3,Capital City,Millennial,0.3508341,0.34802794
1935,Femenino,30,Biobío,2,Region,Millennial,0.32360297,0.28244248
1936,Masculino,39,Valparaíso,7,Region,Generation X,0.7830025,0.3719229
1937,Masculino,40,Metropolitana de Santiago,6,Capital City,Generation X,0.5958536,0.24489166
1938,Masculino,36,Valparaíso,2,Region,Millennial,0.14121464,0.35762173
1939,Masculino,39,Tarapacá,2,Region,Generation X,0.35546532,0.34553686
1940,Femenino,47,Biobío,2,Region,Generation X,0.29743063,0.25818637
1941,Masculino,25,Metropolitana de Santiago,2,Capital City,Generation Z,0.54518235,0.39724138
1942,Masculino,35,Metropolitana de Santiago,7,Capital City,Millennial,0.656644,0.46482223
1943,Femenino,47,Valparaíso,2,Region,Generation X,0.38221237,0.25878686
1944,Femenino,45,Metropolitana de Santiago,2,Capital City,Generation X,0.24460001,0.35629424
1945,Masculino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.57194114,0.43403554
1946,Masculino,46,Metropolitana de Santiago,3,Capital City,Generation X,0.49806118,0.5192869
1947,Masculino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.32370195,0.32300842
1948,Masculino,40,Metropolitana de Santiago,8,Capital City,Generation X,0.63986564,0.32648236
1949,Masculino,24,Biobío,3,Region,Generation Z,0.31532001,0.27868068
1950,Masculino,26,Metropolitana de Santiago,3,Capital City,Millennial,0.33516723,0.31672734
1951,Masculino,55,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.7305394,0.22163218
1952,Masculino,40,Valparaíso,0,Region,Generation X,0.32459718,0.19613807
1954,Masculino,31,Metropolitana de Santiago,1,Capital City,Millennial,0.26556057,0.38634253
1955,Femenino,24,Metropolitana de Santiago,3,Capital City,Generation Z,0.3457434,0.31198826
1956,Masculino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.19578576,0.4069258
1957,Masculino,18,Metropolitana de Santiago,8,Capital City,Generation Z,0.6153825,0.35107043
1958,Femenino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.47928318,0.2881467
1959,Masculino,48,Metropolitana de Santiago,3,Capital City,Generation X,0.46074405,0.35930163
1960,Masculino,29,Metropolitana de Santiago,7,Capital City,Millennial,0.5807526,0.33538064
1961,Masculino,23,Maule,4,Region,Generation Z,0.4303354,0.32344842
1962,Masculino,35,Metropolitana de Santiago,3,Capital City,Millennial,0.62115425,0.1960199
1963,Masculino,41,Metropolitana de Santiago,2,Capital City,Generation X,0.25512558,0.412003
1964,Masculino,35,Metropolitana de Santiago,2,Capital City,Millennial,0.46856928,0.61996686
