ID,sex,age,region,politica,region_custom,age_gen,z1,z2
1421,Masculino,50,Valparaíso,3,Region,Generation X,0.23032552,0.35266837
1422,Femenino,34,Metropolitana de Santiago,4,Capital City,Millennial,0.25635904,0.28702718
1423,Masculino,39,Biobío,2,Region,Generation X,0.4015602,0.16215818
1424,Masculino,65,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.64938366,0.5478611
1425,Masculino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.3073405,0.27640325
1426,Masculino,24,Metropolitana de Santiago,3,Capital City,Generation Z,0.36778772,0.24566704
1427,Masculino,33,Metropolitana de Santiago,7,Capital City,Millennial,0.26456246,0.29223278
1428,Masculino,33,Biobío,2,Region,Millennial,0.2527819,0.31133994
1429,Masculino,24,Valparaíso,3,Region,Generation Z,0.3045423,0.23590223
1430,Masculino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.570988,0.43871233
1431,Masculino,23,Metropolitana de Santiago,0,Capital City,Generation Z,0.46345565,0.13899112
1432,Femenino,22,Metropolitana de Santiago,3,Capital City,Generation Z,0.90925014,0.28782502
1433,Masculino,39,Metropolitana de Santiago,4,Capital City,Generation X,0.5919852,0.2764954
1434,Femenino,26,Metropolitana de Santiago,4,Capital City,Millennial,0.26416385,0.56152344
1435,Masculino,19,Metropolitana de Santiago,6,Capital City,Generation Z,0.7930145,0.35477105
1436,Femenino,31,Metropolitana de Santiago,7,Capital City,Millennial,0.22306854,0.5731752
1437,Masculino,29,Biobío,4,Region,Millennial,0.80911684,0.68447393
1438,Masculino,58,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.3273287,0.24834447
1439,Femenino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.40200642,0.26311967
1440,Masculino,32,Metropolitana de Santiago,6,Capital City,Millennial,0.80969274,0.23490137
1441,Masculino,33,Biobío,4,Region,Millennial,0.39704823,0.2831255
1442,Masculino,31,Metropolitana de Santiago,6,Capital City,Millennial,0.76756626,0.30488926
1443,Masculino,25,Valparaíso,4,Region,Generation Z,0.28003573,0.20019867
1444,Masculino,34,Metropolitana de Santiago,0,Capital City,Millennial,0.41469723,0.29026145
1445,Masculino,25,O'Higgins,3,Region,Generation Z,0.3389076,0.28091034
1446,Femenino,27,Metropolitana de Santiago,6,Capital City,Millennial,0.88495106,0.46145126
1447,Femenino,26,Metropolitana de Santiago,2,Capital City,Millennial,0.34927928,0.33798337
1448,Masculino,26,Metropolitana de Santiago,0,Capital City,Millennial,0.2572419,0.19756524
1450,Femenino,37,Metropolitana de Santiago,7,Capital City,Millennial,0.7071607,0.2794147
1451,Masculino,56,Metropolitana de Santiago,7,Capital City,Baby Boomer,0.7941655,0.3119522
1452,Masculino,34,Metropolitana de Santiago,2,Capital City,Millennial,0.40775552,0.25983483
1453,Masculino,36,Metropolitana de Santiago,3,Capital City,Millennial,0.50276756,0.44430915
1454,Masculino,34,Metropolitana de Santiago,2,Capital City,Millennial,0.41685247,0.2932678
1455,Femenino,42,Metropolitana de Santiago,3,Capital City,Generation X,0.28452322,0.28502005
1456,Masculino,34,Metropolitana de Santiago,3,Capital City,Millennial,0.33524466,0.19769762
1457,Masculino,26,Metropolitana de Santiago,3,Capital City,Millennial,0.35792986,0.294259
1458,Masculino,35,Valparaíso,1,Region,Millennial,0.32390654,0.5797915
1459,Femenino,32,Los Lagos,4,Region,Millennial,0.41459376,0.2324614
1460,Masculino,35,Biobío,3,Region,Millennial,0.29148847,0.56650615
1461,Femenino,34,Valparaíso,2,Region,Millennial,0.26981655,0.31589222
1462,Masculino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.35118347,0.20958167
1463,Femenino,30,Metropolitana de Santiago,4,Capital City,Millennial,0.6011543,0.25223884
1464,Masculino,28,Ñuble,7,Region,Millennial,0.5626569,0.2885213
1465,Femenino,58,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.30677205,0.28490683
1466,Femenino,27,Maule,0,Region,Millennial,0.40598422,0.24951278
1468,Masculino,42,Metropolitana de Santiago,3,Capital City,Generation X,0.7711855,0.2429973
1469,Masculino,30,Biobío,3,Region,Millennial,0.45102954,0.2591808
1470,Masculino,40,Metropolitana de Santiago,6,Capital City,Generation X,0.5570541,0.63602614
1471,Femenino,36,Los Ríos,4,Region,Millennial,0.34891483,0.48443517
1472,Masculino,41,Valparaíso,2,Region,Generation X,0.29180992,0.49999318
1474,Masculino,31,Metropolitana de Santiago,6,Capital City,Millennial,0.42380896,0.3197617
1475,Femenino,48,Metropolitana de Santiago,4,Capital City,Generation X,0.27048385,0.50499564
1476,Masculino,35,Biobío,4,Region,Millennial,0.3593695,0.283038
1477,Femenino,24,Metropolitana de Santiago,3,Capital City,Generation Z,0.3018056,0.33479849
1478,Masculino,34,Metropolitana de Santiago,10,Capital City,Millennial,0.91414213,0.35997856
1479,Masculino,33,Metropolitana de Santiago,2,Capital City,Millennial,0.42150325,0.26424226
1480,Femenino,38,Biobío,2,Region,Millennial,0.37300184,0.39434284
1481,Femenino,44,Araucanía,3,Region,Generation X,0.39750478,0.32207403
1482,Femenino,41,Metropolitana de Santiago,3,Capital City,Generation X,0.44453576,0.2643065
1483,Masculino,26,Biobío,3,Region,Millennial,0.19770756,0.30836973
1484,Masculino,29,Biobío,0,Region,Millennial,0.32006297,0.483508
1485,Masculino,27,Metropolitana de Santiago,2,Capital City,Millennial,0.2639516,0.27046826
1486,Masculino,32,O'Higgins,7,Region,Millennial,0.81692684,0.5287701
1487,Femenino,44,Ñuble,1,Region,Generation X,0.4040648,0.27402082
1488,Femenino,42,Metropolitana de Santiago,10,Capital City,Generation X,0.61235034,0.34415966
1490,Femenino,30,O'Higgins,3,Region,Millennial,0.28335705,0.28723693
1491,Masculino,32,Metropolitana de Santiago,10,Capital City,Millennial,0.84898895,0.57102054
1492,Masculino,30,O'Higgins,3,Region,Millennial,0.26554617,0.3408512
1493,Masculino,33,Metropolitana de Santiago,4,Capital City,Millennial,0.40052634,0.35556057
1494,Masculino,52,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.56478405,0.3076198
1495,Masculino,28,O'Higgins,2,Region,Millennial,0.24459626,0.32792333
1496,Masculino,45,Metropolitana de Santiago,1,Capital City,Generation X,0.40623224,0.2980706
1497,Masculino,33,Metropolitana de Santiago,7,Capital City,Millennial,0.6488623,0.3861354
1498,Masculino,60,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.45082125,0.22932495
1499,Masculino,27,O'Higgins,1,Region,Millennial,0.38530865,0.20587423
1500,Femenino,34,Metropolitana de Santiago,4,Capital City,Millennial,0.22305536,0.18422827
1501,Masculino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.30873552,0.28695554
1502,Masculino,47,Metropolitana de Santiago,9,Capital City,Generation X,0.8864301,0.3211191
1503,Femenino,47,Valparaíso,3,Region,Generation X,0.43973294,0.37895584
1504,Femenino,37,Metropolitana de Santiago,6,Capital City,Millennial,0.6111362,0.34800577
1505,Femenino,20,Valparaíso,2,Region,Generation Z,0.37123862,0.25155213
1506,Masculino,36,Metropolitana de Santiago,1,Capital City,Millennial,0.19274414,0.22755715
1507,Femenino,31,Metropolitana de Santiago,2,Capital City,Millennial,0.29403353,0.26834533
1508,Masculino,36,Metropolitana de Santiago,3,Capital City,Millennial,0.39562264,0.26467764
1509,Masculino,29,Biobío,10,Region,Millennial,0.6560559,0.34180292
1510,Masculino,35,Metropolitana de Santiago,0,Capital City,Millennial,0.27051374,0.29990223
1511,Femenino,43,Metropolitana de Santiago,4,Capital City,Generation X,0.52244604,0.68298876
1512,Masculino,25,Los Lagos,6,Region,Generation Z,0.16549394,0.62362504
1513,Masculino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.37279245,0.33852288
1514,Masculino,24,Metropolitana de Santiago,6,Capital City,Generation Z,0.43079758,0.5307831
1515,Femenino,24,Metropolitana de Santiago,4,Capital City,Generation Z,0.59485793,0.5177659
1516,Femenino,32,Metropolitana de Santiago,3,Capital City,Millennial,0.67554444,0.2717654
1517,Masculino,35,Metropolitana de Santiago,0,Capital City,Millennial,0.2095454,0.5344605
1518,Femenino,31,Metropolitana de Santiago,4,Capital City,Millennial,0.45161036,0.3676303
1519,Masculino,41,Metropolitana de Santiago,1,Capital City,Generation X,0.8947691,0.58260953
1520,Masculino,21,Metropolitana de Santiago,3,Capital City,Generation Z,0.26212677,0.6848632
1521,Masculino,41,Metropolitana de Santiago,10,Capital City,Generation X,0.77772135,0.28769815
1522,Femenino,32,Metropolitana de Santiago,2,Capital City,Millennial,0.46569693,0.2844201
1523,Masculino,32,Metropolitana de Santiago,6,Capital City,Millennial,0.8945156,0.32498375
1524,Masculino,46,Valparaíso,8,Region,Generation X,0.3506113,0.24943088
1526,Masculino,35,Tarapacá,7,Region,Millennial,0.6272398,0.42809013
1527,Masculino,47,Metropolitana de Santiago,3,Capital City,Generation X,0.5136817,0.34211716
1528,Femenino,23,Metropolitana de Santiago,4,Capital City,Generation Z,0.30598748,0.2643828
1529,Masculino,30,Metropolitana de Santiago,7,Capital City,Millennial,0.3152441,0.24936879
1530,Masculino,27,Metropolitana de Santiago,7,Capital City,Millennial,0.690095,0.5808218
1531,Masculino,24,Metropolitana de Santiago,1,Capital City,Generation Z,0.25821096,0.52991253
1532,Masculino,39,Metropolitana de Santiago,4,Capital City,Generation X,0.32744256,0.32482296
1533,Femenino,35,Metropolitana de Santiago,8,Capital City,Millennial,0.50236917,0.43167207
1535,Masculino,24,Metropolitana de Santiago,1,Capital City,Generation Z,0.27613503,0.32527685
1536,Masculino,24,Metropolitana de Santiago,2,Capital City,Generation Z,0.1960043,0.3862562
1537,Masculino,27,Metropolitana de Santiago,1,Capital City,Millennial,0.39249128,0.3094083
1538,Masculino,30,Los Ríos,6,Region,Millennial,0.3551747,0.3351662
1540,Masculino,32,Metropolitana de Santiago,2,Capital City,Millennial,0.40219575,0.34261048
1541,Masculino,37,Metropolitana de Santiago,7,Capital City,Millennial,0.8404488,0.33111352
1542,Femenino,45,Biobío,7,Region,Generation X,0.26987606,0.42202866
1543,Masculino,39,Metropolitana de Santiago,3,Capital City,Generation X,0.364658,0.26831925
1544,Masculino,31,Biobío,3,Region,Millennial,0.24209914,0.29291302
1545,Masculino,43,Metropolitana de Santiago,8,Capital City,Generation X,0.45258924,0.24416135
1546,Masculino,32,Metropolitana de Santiago,9,Capital City,Millennial,0.7428364,0.2817228
1547,Masculino,30,Biobío,1,Region,Millennial,0.1959255,0.23031476
1548,Femenino,43,Metropolitana de Santiago,8,Capital City,Generation X,0.8869321,0.32929108
1549,Masculino,31,Metropolitana de Santiago,6,Capital City,Millennial,0.5215707,0.275058
1550,Femenino,49,Metropolitana de Santiago,3,Capital City,Generation X,0.34058577,0.29461145
1551,Masculino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.5741274,0.2380184
1552,Femenino,38,Metropolitana de Santiago,7,Capital City,Millennial,0.7519984,0.27536
1553,Femenino,31,Los Lagos,3,Region,Millennial,0.38214272,0.2379807
1554,Masculino,32,Metropolitana de Santiago,2,Capital City,Millennial,0.26229647,0.29841018
1555,Femenino,28,Metropolitana de Santiago,6,Capital City,Millennial,0.52626836,0.24533851
1556,Masculino,36,Metropolitana de Santiago,6,Capital City,Millennial,0.69546217,0.23841152
1557,Masculino,62,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.39984897,0.33123574
1558,Femenino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.28836057,0.28092673
1559,Masculino,31,Metropolitana de Santiago,6,Capital City,Millennial,0.71928084,0.358511
1560,Femenino,35,Metropolitana de Santiago,2,Capital City,Millennial,0.35815063,0.33996484
1561,Femenino,27,Metropolitana de Santiago,0,Capital City,Millennial,0.38911077,0.29117173
1562,Masculino,42,Metropolitana de Santiago,6,Capital City,Generation X,0.66663325,0.20144418
1563,Femenino,28,Metropolitana de Santiago,7,Capital City,Millennial,0.84644586,0.25585333
1564,Masculino,34,Metropolitana de Santiago,4,Capital City,Millennial,0.5250484,0.42726105
1565,Masculino,30,Maule,6,Region,Millennial,0.72590715,0.19258608
1566,Masculino,42,Metropolitana de Santiago,4,Capital City,Generation X,0.39444977,0.24296574
1567,Masculino,50,Metropolitana de Santiago,2,Capital City,Generation X,0.26121277,0.44045898
1568,Masculino,29,Metropolitana de Santiago,0,Capital City,Millennial,0.35316592,0.22999492
1569,Femenino,61,Metropolitana de Santiago,10,Capital City,Baby Boomer,0.8434577,0.23666339
1570,Femenino,54,Araucanía,4,Region,Baby Boomer,0.29792798,0.25487614
1571,Masculino,37,Metropolitana de Santiago,0,Capital City,Millennial,0.5181821,0.32301506
1572,Masculino,36,Metropolitana de Santiago,8,Capital City,Millennial,0.8408597,0.3708238
1573,Femenino,29,Metropolitana de Santiago,4,Capital City,Millennial,0.8975627,0.33837274
1574,Femenino,61,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.43512666,0.29914263
1575,Masculino,29,Metropolitana de Santiago,7,Capital City,Millennial,0.8295783,0.22848085
1576,Masculino,36,Valparaíso,6,Region,Millennial,0.7358952,0.4003712
1577,Masculino,33,Valparaíso,0,Region,Millennial,0.48284426,0.19935209
1578,Masculino,29,Metropolitana de Santiago,4,Capital City,Millennial,0.47649637,0.29052362
1579,Femenino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.21253608,0.50363797
1580,Masculino,33,Metropolitana de Santiago,2,Capital City,Millennial,0.25943387,0.33202666
1581,Femenino,29,Metropolitana de Santiago,9,Capital City,Millennial,0.74198204,0.7629664
1582,Masculino,24,Metropolitana de Santiago,2,Capital City,Generation Z,0.6336584,0.25487232
1583,Femenino,26,Biobío,1,Region,Millennial,0.27301255,0.5495863
1584,Femenino,43,Metropolitana de Santiago,8,Capital City,Generation X,0.7826961,0.17303081
1585,Masculino,41,Metropolitana de Santiago,1,Capital City,Generation X,0.5478445,0.33465785
1586,Masculino,34,Metropolitana de Santiago,4,Capital City,Millennial,0.6680235,0.2758144
1587,Masculino,29,Metropolitana de Santiago,3,Capital City,Millennial,0.40902725,0.32862613
1588,Femenino,27,Metropolitana de Santiago,2,Capital City,Millennial,0.50685537,0.19544989
1589,Femenino,53,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.24263026,0.33414304
1590,Masculino,40,Metropolitana de Santiago,6,Capital City,Generation X,0.45504615,0.38491508
1591,Femenino,28,Metropolitana de Santiago,0,Capital City,Millennial,0.4146894,0.31802732
1592,Masculino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.29521382,0.28621778
1593,Masculino,37,Metropolitana de Santiago,2,Capital City,Millennial,0.28109133,0.28225145
1594,Masculino,42,Metropolitana de Santiago,3,Capital City,Generation X,0.33721888,0.31333697
1595,Masculino,48,Metropolitana de Santiago,1,Capital City,Generation X,0.51127464,0.22803386
1597,Femenino,62,Metropolitana de Santiago,8,Capital City,Baby Boomer,0.80503136,0.4402364
1598,Femenino,36,Metropolitana de Santiago,7,Capital City,Millennial,0.556376,0.23240177
1599,Masculino,28,Biobío,4,Region,Millennial,0.3020139,0.23566099
1600,Masculino,39,Biobío,7,Region,Generation X,0.59196126,0.27400017
1601,Masculino,29,Metropolitana de Santiago,7,Capital City,Millennial,0.64756966,0.27909154
1602,Masculino,38,Metropolitana de Santiago,3,Capital City,Millennial,0.7487438,0.2652738
1603,Femenino,34,Araucanía,3,Region,Millennial,0.35795388,0.2699092
1604,Masculino,46,Metropolitana de Santiago,9,Capital City,Generation X,0.8461041,0.2478577
1605,Femenino,22,O'Higgins,1,Region,Generation Z,0.38085687,0.32657826
1606,Masculino,57,Valparaíso,6,Region,Baby Boomer,0.6888119,0.42251855
1607,Masculino,23,Metropolitana de Santiago,2,Capital City,Generation Z,0.8478975,0.44963077
1608,Masculino,42,Maule,2,Region,Generation X,0.51860416,0.22305652
1609,Femenino,31,Valparaíso,3,Region,Millennial,0.39545497,0.2982325
1610,Masculino,40,Metropolitana de Santiago,7,Capital City,Generation X,0.64414227,0.30356076
1611,Femenino,31,Metropolitana de Santiago,2,Capital City,Millennial,0.2641816,0.27460524
1612,Masculino,37,Valparaíso,4,Region,Millennial,0.37547296,0.3738623
1613,Femenino,19,Metropolitana de Santiago,1,Capital City,Generation Z,0.35923678,0.24876443
1615,Masculino,33,Metropolitana de Santiago,2,Capital City,Millennial,0.26197526,0.36819002
1616,Femenino,29,Biobío,0,Region,Millennial,0.25280395,0.30121982
1617,Femenino,28,Metropolitana de Santiago,0,Capital City,Millennial,0.22782747,0.3083237
1618,Masculino,38,Antofagasta,4,Region,Millennial,0.389912,0.22836751
1619,Femenino,38,Metropolitana de Santiago,7,Capital City,Millennial,0.6403906,0.2887949
1620,Femenino,30,Biobío,3,Region,Millennial,0.2559416,0.3297504
1621,Masculino,38,Metropolitana de Santiago,7,Capital City,Millennial,0.8226154,0.2925241
1622,Masculino,29,Valparaíso,4,Region,Millennial,0.48882222,0.2574524
1623,Femenino,37,Biobío,3,Region,Millennial,0.2839417,0.435466
1624,Femenino,24,Metropolitana de Santiago,3,Capital City,Generation Z,0.29591215,0.22860786
1625,Masculino,28,Metropolitana de Santiago,4,Capital City,Millennial,0.30039328,0.4457498
1626,Masculino,36,Metropolitana de Santiago,6,Capital City,Millennial,0.6167858,0.28742012
1627,Masculino,37,Biobío,7,Region,Millennial,0.8298741,0.22315755
1628,Femenino,34,Metropolitana de Santiago,1,Capital City,Millennial,0.28237996,0.29440647
1629,Masculino,47,Metropolitana de Santiago,3,Capital City,Generation X,0.35326487,0.2665465
1630,Femenino,27,Coquimbo,2,Region,Millennial,0.30528253,0.29718235
1631,Femenino,21,Metropolitana de Santiago,0,Capital City,Generation Z,0.21242124,0.28513965
1632,Femenino,26,Metropolitana de Santiago,1,Capital City,Millennial,0.40326414,0.3286623
1633,Masculino,57,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.28618738,0.34356406
1634,Masculino,63,Coquimbo,2,Region,Baby Boomer,0.48480785,0.3826047
1635,Masculino,30,Metropolitana de Santiago,2,Capital City,Millennial,0.40431604,0.33847734
1636,Femenino,65,Valparaíso,10,Region,Baby Boomer,0.97733265,0.18592265
1637,Femenino,29,Biobío,10,Region,Millennial,0.9094928,0.29863104
1638,Masculino,34,Metropolitana de Santiago,6,Capital City,Millennial,0.8649624,0.3870472
1639,Masculino,37,Metropolitana de Santiago,2,Capital City,Millennial,0.24075276,0.20855074
1640,Femenino,55,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.47252408,0.38292906
1641,Masculino,45,Los Ríos,6,Region,Generation X,0.4992883,0.41537794
1642,Masculino,40,Metropolitana de Santiago,7,Capital City,Generation X,0.6624551,0.69530165
1643,Masculino,19,Metropolitana de Santiago,2,Capital City,Generation Z,0.44861823,0.27785882
1644,Femenino,34,Metropolitana de Santiago,0,Capital City,Millennial,0.46492106,0.26584294
1645,Femenino,60,Metropolitana de Santiago,9,Capital City,Baby Boomer,0.8318003,0.41850108
1646,Masculino,20,Araucanía,7,Region,Generation Z,0.8275775,0.16221695
1647,Masculino,33,Metropolitana de Santiago,3,Capital City,Millennial,0.33581954,0.31429124
1648,Masculino,42,Biobío,4,Region,Generation X,0.35988784,0.25687265
1649,Femenino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.39763892,0.23846684
1650,Femenino,33,Metropolitana de Santiago,4,Capital City,Millennial,0.34837666,0.3574881
1651,Masculino,34,Biobío,2,Region,Millennial,0.30641583,0.31957433
1652,Masculino,25,Metropolitana de Santiago,1,Capital City,Generation Z,0.28232837,0.29767796
1653,Femenino,30,Metropolitana de Santiago,1,Capital City,Millennial,0.41270053,0.3134877
1654,Femenino,61,Valparaíso,7,Region,Baby Boomer,0.5243488,0.34164733
1655,Masculino,34,Metropolitana de Santiago,3,Capital City,Millennial,0.31605163,0.366695
1656,Femenino,29,Metropolitana de Santiago,1,Capital City,Millennial,0.31949005,0.3783909
1657,Femenino,32,Metropolitana de Santiago,2,Capital City,Millennial,0.3425148,0.29181376
1658,Masculino,33,Metropolitana de Santiago,1,Capital City,Millennial,0.30690354,0.3231347
1659,Masculino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.2631461,0.22970437
1660,Masculino,33,Metropolitana de Santiago,10,Capital City,Millennial,0.56649333,0.18309885
1661,Masculino,49,Biobío,0,Region,Generation X,0.4039399,0.36257306
1662,Femenino,43,Araucanía,0,Region,Generation X,0.52132654,0.56058204
1663,Femenino,25,O'Higgins,3,Region,Generation Z,0.5995826,0.41358462
1664,Femenino,36,Metropolitana de Santiago,3,Capital City,Millennial,0.4680132,0.25464803
1665,Masculino,36,Metropolitana de Santiago,2,Capital City,Millennial,0.3205838,0.3661568
1666,Masculino,37,Metropolitana de Santiago,2,Capital City,Millennial,0.33156395,0.27966058
1667,Femenino,28,Metropolitana de Santiago,3,Capital City,Millennial,0.35188365,0.31990558
1668,Masculino,32,Maule,8,Region,Millennial,0.5004761,0.26658577
1670,Femenino,39,Metropolitana de Santiago,1,Capital City,Generation X,0.24406041,0.3037231
1671,Femenino,28,Metropolitana de Santiago,9,Capital City,Millennial,0.45919904,0.26872978
1672,Masculino,37,Metropolitana de Santiago,7,Capital City,Millennial,0.7790529,0.46440527
1673,Femenino,48,Metropolitana de Santiago,2,Capital City,Generation X,0.7691418,0.2694443
1674,Masculino,33,Metropolitana de Santiago,7,Capital City,Millennial,0.6818749,0.45706654
1675,Masculino,33,Metropolitana de Santiago,2,Capital City,Millennial,0.26973274,0.21831809
1676,Masculino,19,Biobío,1,Region,Generation Z,0.5652489,0.35442176
1677,Masculino,50,Metropolitana de Santiago,3,Capital City,Generation X,0.67483175,0.3207193
1678,Femenino,24,Metropolitana de Santiago,6,Capital City,Generation Z,0.6911143,0.26103562
1679,Masculino,67,O'Higgins,4,Region,Baby Boomer,0.66053796,0.32407042
1680,Femenino,44,Metropolitana de Santiago,4,Capital City,Generation X,0.74456716,0.37309432
1681,Masculino,44,Metropolitana de Santiago,2,Capital City,Generation X,0.2602521,0.55333465
1682,Masculino,48,Metropolitana de Santiago,4,Capital City,Generation X,0.31068763,0.74407214
1683,Masculino,44,Metropolitana de Santiago,2,Capital City,Generation X,0.66481155,0.29693577
1684,Masculino,36,Metropolitana de Santiago,2,Capital City,Millennial,0.36975667,0.30790004
1685,Masculino,45,Metropolitana de Santiago,4,Capital City,Generation X,0.27047643,0.2497846
1686,Masculino,34,Metropolitana de Santiago,4,Capital City,Millennial,0.46404544,0.23478507
1687,Masculino,40,Metropolitana de Santiago,0,Capital City,Generation X,0.452903,0.61627895
1688,Femenino,32,Los Lagos,2,Region,Millennial,0.2860156,0.25269252
1689,Masculino,40,Metropolitana de Santiago,4,Capital City,Generation X,0.51941234,0.45221508
1690,Femenino,23,Metropolitana de Santiago,1,Capital City,Generation Z,0.2629404,0.26442128
1691,Femenino,40,Metropolitana de Santiago,10,Capital City,Generation X,0.8955528,0.34023523
1693,Masculino,32,Metropolitana de Santiago,3,Capital City,Millennial,0.33966804,0.25385612
1694,Masculino,31,Metropolitana de Santiago,7,Capital City,Millennial,0.4582314,0.2844116
1695,Femenino,31,Coquimbo,2,Region,Millennial,0.33139777,0.31798992
1696,Masculino,29,Metropolitana de Santiago,3,Capital City,Millennial,0.28267565,0.24428427
1697,Femenino,30,Metropolitana de Santiago,4,Capital City,Millennial,0.7130203,0.2541864
1698,Femenino,39,Metropolitana de Santiago,1,Capital City,Generation X,0.26060596,0.26140812
1699,Masculino,37,Metropolitana de Santiago,3,Capital City,Millennial,0.38063347,0.65520185
1700,Masculino,35,Valparaíso,2,Region,Millennial,0.2541947,0.2600838
1701,Masculino,34,Metropolitana de Santiago,10,Capital City,Millennial,0.71616215,0.313766
1702,Masculino,34,Metropolitana de Santiago,6,Capital City,Millennial,0.76699513,0.20850211
1703,Masculino,31,Metropolitana de Santiago,4,Capital City,Millennial,0.5131513,0.5235828
1704,Masculino,28,Araucanía,8,Region,Millennial,0.8011796,0.37934953
1705,Femenino,46,Metropolitana de Santiago,0,Capital City,Generation X,0.43656877,0.30583656
1706,Femenino,42,Valparaíso,3,Region,Generation X,0.4310546,0.46563852
1707,Femenino,25,Valparaíso,3,Region,Generation Z,0.6599579,0.33073995
1708,Masculino,25,Valparaíso,3,Region,Generation Z,0.3401018,0.30536965
1709,Masculino,43,Metropolitana de Santiago,3,Capital City,Generation X,0.5603123,0.32368648
1710,Femenino,39,Maule,6,Region,Generation X,0.7392177,0.28449464
1711,Femenino,23,Metropolitana de Santiago,2,Capital City,Generation Z,0.3823969,0.2656484
1712,Masculino,68,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.64146477,0.6922935
1713,Masculino,47,Metropolitana de Santiago,3,Capital City,Generation X,0.3598846,0.3841297
1714,Femenino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.36842954,0.53340286
1715,Femenino,55,Metropolitana de Santiago,10,Capital City,Baby Boomer,0.68078315,0.26921254
1716,Femenino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.29168767,0.40584767
1718,Femenino,25,Metropolitana de Santiago,3,Capital City,Generation Z,0.40089002,0.29899207
1719,Masculino,29,Metropolitana de Santiago,1,Capital City,Millennial,0.3820324,0.28674427
1720,Femenino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.6326293,0.3078157
1721,Masculino,28,Valparaíso,3,Region,Millennial,0.21052694,0.32912886
1722,Masculino,61,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.4077476,0.42259213
1723,Masculino,47,Metropolitana de Santiago,3,Capital City,Generation X,0.35178944,0.25611922
1724,Femenino,29,Metropolitana de Santiago,1,Capital City,Millennial,0.49956203,0.14900246
1725,Masculino,29,Metropolitana de Santiago,4,Capital City,Millennial,0.34251195,0.293972
1726,Masculino,22,Valparaíso,4,Region,Generation Z,0.19693264,0.45360225
1727,Femenino,30,Valparaíso,6,Region,Millennial,0.6609804,0.36313808
1728,Femenino,39,Metropolitana de Santiago,6,Capital City,Generation X,0.45549008,0.22614965
1729,Femenino,26,Biobío,3,Region,Millennial,0.27601996,0.2520255
1730,Masculino,38,Metropolitana de Santiago,2,Capital City,Millennial,0.2445996,0.3734483
1731,Masculino,35,Metropolitana de Santiago,2,Capital City,Millennial,0.2621313,0.52692693
1733,Masculino,45,Metropolitana de Santiago,1,Capital City,Generation X,0.24177453,0.25020888
1734,Masculino,33,O'Higgins,0,Region,Millennial,0.3874361,0.582629
1735,Masculino,43,Valparaíso,3,Region,Generation X,0.41634896,0.29887185
1737,Masculino,30,O'Higgins,10,Region,Millennial,0.717062,0.25838593
1738,Masculino,31,Metropolitana de Santiago,7,Capital City,Millennial,0.5516871,0.46062708
1739,Masculino,32,Metropolitana de Santiago,3,Capital City,Millennial,0.3252494,0.40977672
1740,Masculino,38,Biobío,4,Region,Millennial,0.51157755,0.3493958
1741,Femenino,49,Biobío,3,Region,Generation X,0.43709522,0.27388188
1742,Masculino,49,Metropolitana de Santiago,2,Capital City,Generation X,0.41210338,0.28107664
1743,Masculino,46,Metropolitana de Santiago,3,Capital City,Generation X,0.39052242,0.6749948
1744,Masculino,23,Metropolitana de Santiago,7,Capital City,Generation Z,0.82435685,0.2949124
1745,Masculino,32,Metropolitana de Santiago,4,Capital City,Millennial,0.27632913,0.35891685
1746,Femenino,21,Metropolitana de Santiago,1,Capital City,Generation Z,0.25876048,0.21685347
1747,Femenino,41,Metropolitana de Santiago,3,Capital City,Generation X,0.30479297,0.32842442
1748,Masculino,21,Los Lagos,7,Region,Generation Z,0.3407914,0.33602676
1749,Masculino,52,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.5600618,0.34079638
1750,Femenino,36,Metropolitana de Santiago,1,Capital City,Millennial,0.23275785,0.56537783
1751,Femenino,40,Metropolitana de Santiago,3,Capital City,Generation X,0.32058132,0.2512293
